claim_id,claim_role,claim_class,metric_id,scope,numeric_value,value_text,unit,numerator,denominator,display_value,rounding_digits,verification_status,article_use,chart_ids,article_tokens,calculation,source,note,exploratory_backtest_status,series_comparability_limitation,continuing_sample_size_limitation,profit_standard_error_limitation,continuing_margin_interpretation,sample_error_status
V31-MISMATCH-LARGE-SALES,SUPPORTING,CALC,sales_mismatch,large,2.4390243902439024,,%,1.0,41.0,1/41（2.4％）,1,PASS,True,mismatch_heatmap.png,2.4％,100*mismatch_count/comparable_quarters,e-Stat表1・財務省「継続標本のみを用いた計数」,,POST_HOC_EXPLORATORY_BACKTEST_RULE_DEFINED_AFTER_2026Q1,通常系列と継続標本系列は、企業の参入・退出、回答継続条件、推計用乗率、未回答補完、母集団構成の違いを含み得るため、いずれかを基準系列として優越させない。,継続標本のみを用い母集団推計を行うため、本系列に比べサンプルサイズが小さくなる。,営業利益及び経常利益については、標準誤差率の算出は行っていない。,継続標本PDFは利益水準とその符号を公表しないため、売上高と営業利益の増加率から得る利益率方向は代理指標である。,NOT_QUANTIFIED_OPERATING_AND_ORDINARY_PROFIT_STANDARD_ERRORS_NOT_CALCULATED_BY_MOF
V31-MISMATCH-MIDDLE-MARGIN-DIRECTION,SUPPORTING,CALC,relative_margin_direction_mismatch,middle,14.634146341463413,,%,6.0,41.0,6/41（14.6％）,1,PASS,True,mismatch_heatmap.png,14.6％,100*mismatch_count/comparable_quarters,e-Stat表1・財務省「継続標本のみを用いた計数」,,POST_HOC_EXPLORATORY_BACKTEST_RULE_DEFINED_AFTER_2026Q1,通常系列と継続標本系列は、企業の参入・退出、回答継続条件、推計用乗率、未回答補完、母集団構成の違いを含み得るため、いずれかを基準系列として優越させない。,継続標本のみを用い母集団推計を行うため、本系列に比べサンプルサイズが小さくなる。,営業利益及び経常利益については、標準誤差率の算出は行っていない。,継続標本PDFは利益水準とその符号を公表しないため、売上高と営業利益の増加率から得る利益率方向は代理指標である。,NOT_QUANTIFIED_OPERATING_AND_ORDINARY_PROFIT_STANDARD_ERRORS_NOT_CALCULATED_BY_MOF
V31-MISMATCH-MIDDLE-OPERATING-PROFIT,SUPPORTING,CALC,operating_profit_mismatch,middle,9.75609756097561,,%,4.0,41.0,4/41（9.8％）,1,PASS,True,mismatch_heatmap.png,9.8％,100*mismatch_count/comparable_quarters,e-Stat表1・財務省「継続標本のみを用いた計数」,,POST_HOC_EXPLORATORY_BACKTEST_RULE_DEFINED_AFTER_2026Q1,通常系列と継続標本系列は、企業の参入・退出、回答継続条件、推計用乗率、未回答補完、母集団構成の違いを含み得るため、いずれかを基準系列として優越させない。,継続標本のみを用い母集団推計を行うため、本系列に比べサンプルサイズが小さくなる。,営業利益及び経常利益については、標準誤差率の算出は行っていない。,継続標本PDFは利益水準とその符号を公表しないため、売上高と営業利益の増加率から得る利益率方向は代理指標である。,NOT_QUANTIFIED_OPERATING_AND_ORDINARY_PROFIT_STANDARD_ERRORS_NOT_CALCULATED_BY_MOF
V31-MISMATCH-MIDDLE-SALES,SUPPORTING,CALC,sales_mismatch,middle,17.073170731707318,,%,7.0,41.0,7/41（17.1％）,1,PASS,True,mismatch_heatmap.png,17.1％,100*mismatch_count/comparable_quarters,e-Stat表1・財務省「継続標本のみを用いた計数」,,POST_HOC_EXPLORATORY_BACKTEST_RULE_DEFINED_AFTER_2026Q1,通常系列と継続標本系列は、企業の参入・退出、回答継続条件、推計用乗率、未回答補完、母集団構成の違いを含み得るため、いずれかを基準系列として優越させない。,継続標本のみを用い母集団推計を行うため、本系列に比べサンプルサイズが小さくなる。,営業利益及び経常利益については、標準誤差率の算出は行っていない。,継続標本PDFは利益水準とその符号を公表しないため、売上高と営業利益の増加率から得る利益率方向は代理指標である。,NOT_QUANTIFIED_OPERATING_AND_ORDINARY_PROFIT_STANDARD_ERRORS_NOT_CALCULATED_BY_MOF
V31-MISMATCH-SMALL-OPERATING-PROFIT,SUPPORTING,CALC,operating_profit_mismatch,small,31.70731707317073,,%,13.0,41.0,13/41（31.7％）,1,PASS,True,mismatch_heatmap.png,31.7％,100*mismatch_count/comparable_quarters,e-Stat表1・財務省「継続標本のみを用いた計数」,,POST_HOC_EXPLORATORY_BACKTEST_RULE_DEFINED_AFTER_2026Q1,通常系列と継続標本系列は、企業の参入・退出、回答継続条件、推計用乗率、未回答補完、母集団構成の違いを含み得るため、いずれかを基準系列として優越させない。,継続標本のみを用い母集団推計を行うため、本系列に比べサンプルサイズが小さくなる。,営業利益及び経常利益については、標準誤差率の算出は行っていない。,継続標本PDFは利益水準とその符号を公表しないため、売上高と営業利益の増加率から得る利益率方向は代理指標である。,NOT_QUANTIFIED_OPERATING_AND_ORDINARY_PROFIT_STANDARD_ERRORS_NOT_CALCULATED_BY_MOF
V31-MISMATCH-SMALL-SALES,SUPPORTING,CALC,sales_mismatch,small,15.0,,%,6.0,40.0,6/40（15.0％）,1,PASS,True,mismatch_heatmap.png,15.0％,100*mismatch_count/comparable_quarters,e-Stat表1・財務省「継続標本のみを用いた計数」,,POST_HOC_EXPLORATORY_BACKTEST_RULE_DEFINED_AFTER_2026Q1,通常系列と継続標本系列は、企業の参入・退出、回答継続条件、推計用乗率、未回答補完、母集団構成の違いを含み得るため、いずれかを基準系列として優越させない。,継続標本のみを用い母集団推計を行うため、本系列に比べサンプルサイズが小さくなる。,営業利益及び経常利益については、標準誤差率の算出は行っていない。,継続標本PDFは利益水準とその符号を公表しないため、売上高と営業利益の増加率から得る利益率方向は代理指標である。,NOT_QUANTIFIED_OPERATING_AND_ORDINARY_PROFIT_STANDARD_ERRORS_NOT_CALCULATED_BY_MOF
V31-ROUNDING-AMBIGUITY-THRESHOLD,DEFINITION,CALC,rounding_ambiguity_threshold,継続標本の利益率方向,0.1,,pt,,,0.1pt,1,PASS,True,,0.1ポイント,two published rates each have +/-0.05pt interval,e-Stat表1・財務省「継続標本のみを用いた計数」,,POST_HOC_EXPLORATORY_BACKTEST_RULE_DEFINED_AFTER_2026Q1,通常系列と継続標本系列は、企業の参入・退出、回答継続条件、推計用乗率、未回答補完、母集団構成の違いを含み得るため、いずれかを基準系列として優越させない。,継続標本のみを用い母集団推計を行うため、本系列に比べサンプルサイズが小さくなる。,営業利益及び経常利益については、標準誤差率の算出は行っていない。,継続標本PDFは利益水準とその符号を公表しないため、売上高と営業利益の増加率から得る利益率方向は代理指標である。,NOT_QUANTIFIED_OPERATING_AND_ORDINARY_PROFIT_STANDARD_ERRORS_NOT_CALCULATED_BY_MOF
V31-ROUNDING-AMBIGUOUS-COUNT,ROBUSTNESS,CALC,rounding_ambiguous_count,資本金1千万円以上1億円未満層,0.0,,quarters,0.0,41.0,0件,0,PASS,True,,0件,count(NOT_DETERMINED_BY_ROUNDING),e-Stat表1・財務省「継続標本のみを用いた計数」,,POST_HOC_EXPLORATORY_BACKTEST_RULE_DEFINED_AFTER_2026Q1,通常系列と継続標本系列は、企業の参入・退出、回答継続条件、推計用乗率、未回答補完、母集団構成の違いを含み得るため、いずれかを基準系列として優越させない。,継続標本のみを用い母集団推計を行うため、本系列に比べサンプルサイズが小さくなる。,営業利益及び経常利益については、標準誤差率の算出は行っていない。,継続標本PDFは利益水準とその符号を公表しないため、売上高と営業利益の増加率から得る利益率方向は代理指標である。,NOT_QUANTIFIED_OPERATING_AND_ORDINARY_PROFIT_STANDARD_ERRORS_NOT_CALCULATED_BY_MOF
V31-ROUNDING-HALF-WIDTH,DEFINITION,CALC,published_rounding_half_width,継続標本の公表増減率,0.05,,pt,,,±0.05pt,2,PASS,True,,±0.05ポイント,published one-decimal rate half-unit,e-Stat表1・財務省「継続標本のみを用いた計数」,,POST_HOC_EXPLORATORY_BACKTEST_RULE_DEFINED_AFTER_2026Q1,通常系列と継続標本系列は、企業の参入・退出、回答継続条件、推計用乗率、未回答補完、母集団構成の違いを含み得るため、いずれかを基準系列として優越させない。,継続標本のみを用い母集団推計を行うため、本系列に比べサンプルサイズが小さくなる。,営業利益及び経常利益については、標準誤差率の算出は行っていない。,継続標本PDFは利益水準とその符号を公表しないため、売上高と営業利益の増加率から得る利益率方向は代理指標である。,NOT_QUANTIFIED_OPERATING_AND_ORDINARY_PROFIT_STANDARD_ERRORS_NOT_CALCULATED_BY_MOF
V31-ROUNDING-MINIMUM-MARGIN,ROBUSTNESS,CALC,minimum_rounding_decision_margin,20182,0.5,20182,pt,,,0.5pt,1,PASS,True,,0.5pt;2018Q2,min(abs(continuing operating YoY-sales YoY)),e-Stat表1・財務省「継続標本のみを用いた計数」,,POST_HOC_EXPLORATORY_BACKTEST_RULE_DEFINED_AFTER_2026Q1,通常系列と継続標本系列は、企業の参入・退出、回答継続条件、推計用乗率、未回答補完、母集団構成の違いを含み得るため、いずれかを基準系列として優越させない。,継続標本のみを用い母集団推計を行うため、本系列に比べサンプルサイズが小さくなる。,営業利益及び経常利益については、標準誤差率の算出は行っていない。,継続標本PDFは利益水準とその符号を公表しないため、売上高と営業利益の増加率から得る利益率方向は代理指標である。,NOT_QUANTIFIED_OPERATING_AND_ORDINARY_PROFIT_STANDARD_ERRORS_NOT_CALCULATED_BY_MOF
V31-SMALL-DECISION-MARGIN-MEDIAN,SUPPORTING,CALC,decision-margin-median,small,11.299999999999999,,%,,,11.3%,1,PASS,True,mismatch_heatmap.png,11.3,median(abs(continuing operating YoY-sales YoY)),e-Stat表1・財務省「継続標本のみを用いた計数」,,POST_HOC_EXPLORATORY_BACKTEST_RULE_DEFINED_AFTER_2026Q1,通常系列と継続標本系列は、企業の参入・退出、回答継続条件、推計用乗率、未回答補完、母集団構成の違いを含み得るため、いずれかを基準系列として優越させない。,継続標本のみを用い母集団推計を行うため、本系列に比べサンプルサイズが小さくなる。,営業利益及び経常利益については、標準誤差率の算出は行っていない。,継続標本PDFは利益水準とその符号を公表しないため、売上高と営業利益の増加率から得る利益率方向は代理指標である。,NOT_QUANTIFIED_OPERATING_AND_ORDINARY_PROFIT_STANDARD_ERRORS_NOT_CALCULATED_BY_MOF
V31-SMALL-MARGIN-DIRECTION-MISMATCH,PRIMARY,CALC,relative_margin_direction_mismatch,資本金1千万円以上1億円未満層、2016Q1–2026Q1,39.02439024390244,,%,16.0,41.0,16/41（39.0％）,1,PASS,True,mismatch_heatmap.png,16/41;39.0％;41四半期,100*mismatch_count/comparable_quarters,e-Stat表1・財務省「継続標本のみを用いた計数」,2026Q1確認後に過去へ適用した探索的バックテスト。,POST_HOC_EXPLORATORY_BACKTEST_RULE_DEFINED_AFTER_2026Q1,通常系列と継続標本系列は、企業の参入・退出、回答継続条件、推計用乗率、未回答補完、母集団構成の違いを含み得るため、いずれかを基準系列として優越させない。,継続標本のみを用い母集団推計を行うため、本系列に比べサンプルサイズが小さくなる。,営業利益及び経常利益については、標準誤差率の算出は行っていない。,継続標本PDFは利益水準とその符号を公表しないため、売上高と営業利益の増加率から得る利益率方向は代理指標である。,NOT_QUANTIFIED_OPERATING_AND_ORDINARY_PROFIT_STANDARD_ERRORS_NOT_CALCULATED_BY_MOF
V31-SMALL-SERIES-DIVERGENCE-MEDIAN,SUPPORTING,CALC,series-divergence-median,small,11.20869500294094,,pt,,,11.21pt,2,PASS,True,mismatch_heatmap.png,11.21,median(abs((regular op-sales)-(continuing op-sales))),e-Stat表1・財務省「継続標本のみを用いた計数」,,POST_HOC_EXPLORATORY_BACKTEST_RULE_DEFINED_AFTER_2026Q1,通常系列と継続標本系列は、企業の参入・退出、回答継続条件、推計用乗率、未回答補完、母集団構成の違いを含み得るため、いずれかを基準系列として優越させない。,継続標本のみを用い母集団推計を行うため、本系列に比べサンプルサイズが小さくなる。,営業利益及び経常利益については、標準誤差率の算出は行っていない。,継続標本PDFは利益水準とその符号を公表しないため、売上高と営業利益の増加率から得る利益率方向は代理指標である。,NOT_QUANTIFIED_OPERATING_AND_ORDINARY_PROFIT_STANDARD_ERRORS_NOT_CALCULATED_BY_MOF
