claim_id,claim_role,claim_class,metric_id,scope,numeric_value,value_text,unit,numerator,denominator,display_value,rounding_digits,verification_status,article_use,chart_ids,article_tokens,calculation,source,note,exploratory_backtest_status,series_comparability_limitation,continuing_sample_size_limitation,profit_standard_error_limitation,continuing_margin_interpretation,sample_error_status,metric_type,legacy_unit_v3_1,internal_value,canonical_source_path,canonical_period_code,canonical_breakdown,canonical_category_code,canonical_series,canonical_metric_id,canonical_source_row_number,canonical_value_lineage
V31-MISMATCH-LARGE-MARGIN-DIRECTION,SUPPORTING,CALC,relative_margin_direction_mismatch,large,0.0,,percent,0.0,41.0,0/41（0.0％）,1,PASS,True,mismatch_heatmap.png,0.0％,100*mismatch_count/comparable_quarters,e-Stat表1・財務省「継続標本のみを用いた計数」,,POST_HOC_EXPLORATORY_BACKTEST_RULE_DEFINED_AFTER_2026Q1,通常系列と継続標本系列は、企業の参入・退出、回答継続条件、推計用乗率、未回答補完、母集団構成の違いを含み得るため、いずれかを基準系列として優越させない。,継続標本のみを用い母集団推計を行うため、本系列に比べサンプルサイズが小さくなる。,営業利益及び経常利益については、標準誤差率の算出は行っていない。,継続標本PDFは利益水準とその符号を公表しないため、売上高と営業利益の増加率から得る利益率方向は代理指標である。,NOT_QUANTIFIED_OPERATING_AND_ORDINARY_PROFIT_STANDARD_ERRORS_NOT_CALCULATED_BY_MOF,direction_mismatch_rate,%,0.0,,,,,,,,
V31-MISMATCH-LARGE-OPERATING-PROFIT,SUPPORTING,CALC,operating_profit_mismatch,large,0.0,,percent,0.0,41.0,0/41（0.0％）,1,PASS,True,mismatch_heatmap.png,0.0％,100*mismatch_count/comparable_quarters,e-Stat表1・財務省「継続標本のみを用いた計数」,,POST_HOC_EXPLORATORY_BACKTEST_RULE_DEFINED_AFTER_2026Q1,通常系列と継続標本系列は、企業の参入・退出、回答継続条件、推計用乗率、未回答補完、母集団構成の違いを含み得るため、いずれかを基準系列として優越させない。,継続標本のみを用い母集団推計を行うため、本系列に比べサンプルサイズが小さくなる。,営業利益及び経常利益については、標準誤差率の算出は行っていない。,継続標本PDFは利益水準とその符号を公表しないため、売上高と営業利益の増加率から得る利益率方向は代理指標である。,NOT_QUANTIFIED_OPERATING_AND_ORDINARY_PROFIT_STANDARD_ERRORS_NOT_CALCULATED_BY_MOF,direction_mismatch_rate,%,0.0,,,,,,,,
V31-MISMATCH-LARGE-SALES,SUPPORTING,CALC,sales_mismatch,large,2.4390243902439024,,percent,1.0,41.0,1/41（2.4％）,1,PASS,True,mismatch_heatmap.png,2.4％,100*mismatch_count/comparable_quarters,e-Stat表1・財務省「継続標本のみを用いた計数」,,POST_HOC_EXPLORATORY_BACKTEST_RULE_DEFINED_AFTER_2026Q1,通常系列と継続標本系列は、企業の参入・退出、回答継続条件、推計用乗率、未回答補完、母集団構成の違いを含み得るため、いずれかを基準系列として優越させない。,継続標本のみを用い母集団推計を行うため、本系列に比べサンプルサイズが小さくなる。,営業利益及び経常利益については、標準誤差率の算出は行っていない。,継続標本PDFは利益水準とその符号を公表しないため、売上高と営業利益の増加率から得る利益率方向は代理指標である。,NOT_QUANTIFIED_OPERATING_AND_ORDINARY_PROFIT_STANDARD_ERRORS_NOT_CALCULATED_BY_MOF,direction_mismatch_rate,%,2.4390243902439024,,,,,,,,
V31-MISMATCH-MIDDLE-MARGIN-DIRECTION,SUPPORTING,CALC,relative_margin_direction_mismatch,middle,14.634146341463412,,percent,6.0,41.0,6/41（14.6％）,1,PASS,True,mismatch_heatmap.png,14.6％,100*mismatch_count/comparable_quarters,e-Stat表1・財務省「継続標本のみを用いた計数」,,POST_HOC_EXPLORATORY_BACKTEST_RULE_DEFINED_AFTER_2026Q1,通常系列と継続標本系列は、企業の参入・退出、回答継続条件、推計用乗率、未回答補完、母集団構成の違いを含み得るため、いずれかを基準系列として優越させない。,継続標本のみを用い母集団推計を行うため、本系列に比べサンプルサイズが小さくなる。,営業利益及び経常利益については、標準誤差率の算出は行っていない。,継続標本PDFは利益水準とその符号を公表しないため、売上高と営業利益の増加率から得る利益率方向は代理指標である。,NOT_QUANTIFIED_OPERATING_AND_ORDINARY_PROFIT_STANDARD_ERRORS_NOT_CALCULATED_BY_MOF,direction_mismatch_rate,%,14.634146341463412,,,,,,,,
V31-MISMATCH-MIDDLE-OPERATING-PROFIT,SUPPORTING,CALC,operating_profit_mismatch,middle,9.75609756097561,,percent,4.0,41.0,4/41（9.8％）,1,PASS,True,mismatch_heatmap.png,9.8％,100*mismatch_count/comparable_quarters,e-Stat表1・財務省「継続標本のみを用いた計数」,,POST_HOC_EXPLORATORY_BACKTEST_RULE_DEFINED_AFTER_2026Q1,通常系列と継続標本系列は、企業の参入・退出、回答継続条件、推計用乗率、未回答補完、母集団構成の違いを含み得るため、いずれかを基準系列として優越させない。,継続標本のみを用い母集団推計を行うため、本系列に比べサンプルサイズが小さくなる。,営業利益及び経常利益については、標準誤差率の算出は行っていない。,継続標本PDFは利益水準とその符号を公表しないため、売上高と営業利益の増加率から得る利益率方向は代理指標である。,NOT_QUANTIFIED_OPERATING_AND_ORDINARY_PROFIT_STANDARD_ERRORS_NOT_CALCULATED_BY_MOF,direction_mismatch_rate,%,9.75609756097561,,,,,,,,
V31-MISMATCH-MIDDLE-SALES,SUPPORTING,CALC,sales_mismatch,middle,17.073170731707318,,percent,7.0,41.0,7/41（17.1％）,1,PASS,True,mismatch_heatmap.png,17.1％,100*mismatch_count/comparable_quarters,e-Stat表1・財務省「継続標本のみを用いた計数」,,POST_HOC_EXPLORATORY_BACKTEST_RULE_DEFINED_AFTER_2026Q1,通常系列と継続標本系列は、企業の参入・退出、回答継続条件、推計用乗率、未回答補完、母集団構成の違いを含み得るため、いずれかを基準系列として優越させない。,継続標本のみを用い母集団推計を行うため、本系列に比べサンプルサイズが小さくなる。,営業利益及び経常利益については、標準誤差率の算出は行っていない。,継続標本PDFは利益水準とその符号を公表しないため、売上高と営業利益の増加率から得る利益率方向は代理指標である。,NOT_QUANTIFIED_OPERATING_AND_ORDINARY_PROFIT_STANDARD_ERRORS_NOT_CALCULATED_BY_MOF,direction_mismatch_rate,%,17.073170731707318,,,,,,,,
V31-MISMATCH-SMALL-OPERATING-PROFIT,SUPPORTING,CALC,operating_profit_mismatch,small,31.70731707317073,,percent,13.0,41.0,13/41（31.7％）,1,PASS,True,mismatch_heatmap.png,31.7％,100*mismatch_count/comparable_quarters,e-Stat表1・財務省「継続標本のみを用いた計数」,,POST_HOC_EXPLORATORY_BACKTEST_RULE_DEFINED_AFTER_2026Q1,通常系列と継続標本系列は、企業の参入・退出、回答継続条件、推計用乗率、未回答補完、母集団構成の違いを含み得るため、いずれかを基準系列として優越させない。,継続標本のみを用い母集団推計を行うため、本系列に比べサンプルサイズが小さくなる。,営業利益及び経常利益については、標準誤差率の算出は行っていない。,継続標本PDFは利益水準とその符号を公表しないため、売上高と営業利益の増加率から得る利益率方向は代理指標である。,NOT_QUANTIFIED_OPERATING_AND_ORDINARY_PROFIT_STANDARD_ERRORS_NOT_CALCULATED_BY_MOF,direction_mismatch_rate,%,31.70731707317073,,,,,,,,
V31-MISMATCH-SMALL-SALES,SUPPORTING,CALC,sales_mismatch,small,15.0,,percent,6.0,40.0,6/40（15.0％）,1,PASS,True,mismatch_heatmap.png,15.0％,100*mismatch_count/comparable_quarters,e-Stat表1・財務省「継続標本のみを用いた計数」,,POST_HOC_EXPLORATORY_BACKTEST_RULE_DEFINED_AFTER_2026Q1,通常系列と継続標本系列は、企業の参入・退出、回答継続条件、推計用乗率、未回答補完、母集団構成の違いを含み得るため、いずれかを基準系列として優越させない。,継続標本のみを用い母集団推計を行うため、本系列に比べサンプルサイズが小さくなる。,営業利益及び経常利益については、標準誤差率の算出は行っていない。,継続標本PDFは利益水準とその符号を公表しないため、売上高と営業利益の増加率から得る利益率方向は代理指標である。,NOT_QUANTIFIED_OPERATING_AND_ORDINARY_PROFIT_STANDARD_ERRORS_NOT_CALCULATED_BY_MOF,direction_mismatch_rate,%,15.0,,,,,,,,
V31-ROUNDING-AMBIGUITY-THRESHOLD,DEFINITION,CALC,rounding_ambiguity_threshold,継続標本の利益率方向,0.1,,percentage_points,,,0.1pt,1,PASS,True,,0.1ポイント,two published rates each have +/-0.05pt interval,e-Stat表1・財務省「継続標本のみを用いた計数」,,POST_HOC_EXPLORATORY_BACKTEST_RULE_DEFINED_AFTER_2026Q1,通常系列と継続標本系列は、企業の参入・退出、回答継続条件、推計用乗率、未回答補完、母集団構成の違いを含み得るため、いずれかを基準系列として優越させない。,継続標本のみを用い母集団推計を行うため、本系列に比べサンプルサイズが小さくなる。,営業利益及び経常利益については、標準誤差率の算出は行っていない。,継続標本PDFは利益水準とその符号を公表しないため、売上高と営業利益の増加率から得る利益率方向は代理指標である。,NOT_QUANTIFIED_OPERATING_AND_ORDINARY_PROFIT_STANDARD_ERRORS_NOT_CALCULATED_BY_MOF,difference_between_growth_rates,pt,0.1,,,,,,,,
V31-ROUNDING-AMBIGUOUS-COUNT,ROBUSTNESS,CALC,rounding_ambiguous_count,資本金1千万円以上1億円未満層,0.0,,count,0.0,41.0,0件,0,PASS,True,,0件,count(NOT_DETERMINED_BY_ROUNDING),e-Stat表1・財務省「継続標本のみを用いた計数」,,POST_HOC_EXPLORATORY_BACKTEST_RULE_DEFINED_AFTER_2026Q1,通常系列と継続標本系列は、企業の参入・退出、回答継続条件、推計用乗率、未回答補完、母集団構成の違いを含み得るため、いずれかを基準系列として優越させない。,継続標本のみを用い母集団推計を行うため、本系列に比べサンプルサイズが小さくなる。,営業利益及び経常利益については、標準誤差率の算出は行っていない。,継続標本PDFは利益水準とその符号を公表しないため、売上高と営業利益の増加率から得る利益率方向は代理指標である。,NOT_QUANTIFIED_OPERATING_AND_ORDINARY_PROFIT_STANDARD_ERRORS_NOT_CALCULATED_BY_MOF,count,quarters,0.0,,,,,,,,
V31-ROUNDING-HALF-WIDTH,DEFINITION,CALC,published_rounding_half_width,継続標本の公表増減率,0.05,,percentage_points,,,±0.05pt,2,PASS,True,,±0.05ポイント,published one-decimal rate half-unit,e-Stat表1・財務省「継続標本のみを用いた計数」,,POST_HOC_EXPLORATORY_BACKTEST_RULE_DEFINED_AFTER_2026Q1,通常系列と継続標本系列は、企業の参入・退出、回答継続条件、推計用乗率、未回答補完、母集団構成の違いを含み得るため、いずれかを基準系列として優越させない。,継続標本のみを用い母集団推計を行うため、本系列に比べサンプルサイズが小さくなる。,営業利益及び経常利益については、標準誤差率の算出は行っていない。,継続標本PDFは利益水準とその符号を公表しないため、売上高と営業利益の増加率から得る利益率方向は代理指標である。,NOT_QUANTIFIED_OPERATING_AND_ORDINARY_PROFIT_STANDARD_ERRORS_NOT_CALCULATED_BY_MOF,difference_between_growth_rates,pt,0.05,,,,,,,,
V31-ROUNDING-MINIMUM-MARGIN,ROBUSTNESS,CALC,minimum_rounding_decision_margin,20182,0.5,20182.0,percentage_points,,,0.5pt,1,PASS,True,,0.5pt;2018Q2,min(abs(continuing operating YoY-sales YoY)),e-Stat表1・財務省「継続標本のみを用いた計数」,,POST_HOC_EXPLORATORY_BACKTEST_RULE_DEFINED_AFTER_2026Q1,通常系列と継続標本系列は、企業の参入・退出、回答継続条件、推計用乗率、未回答補完、母集団構成の違いを含み得るため、いずれかを基準系列として優越させない。,継続標本のみを用い母集団推計を行うため、本系列に比べサンプルサイズが小さくなる。,営業利益及び経常利益については、標準誤差率の算出は行っていない。,継続標本PDFは利益水準とその符号を公表しないため、売上高と営業利益の増加率から得る利益率方向は代理指標である。,NOT_QUANTIFIED_OPERATING_AND_ORDINARY_PROFIT_STANDARD_ERRORS_NOT_CALCULATED_BY_MOF,difference_between_growth_rates,pt,0.5,,,,,,,,
V31-SMALL-DECISION-MARGIN-MEDIAN,SUPPORTING,CALC,decision-margin-median,small,11.3,,percentage_points,,,11.3ポイント,1,PASS,True,mismatch_heatmap.png,11.3ポイント,median(abs(continuing operating YoY-sales YoY)),e-Stat表1・財務省「継続標本のみを用いた計数」,,POST_HOC_EXPLORATORY_BACKTEST_RULE_DEFINED_AFTER_2026Q1,通常系列と継続標本系列は、企業の参入・退出、回答継続条件、推計用乗率、未回答補完、母集団構成の違いを含み得るため、いずれかを基準系列として優越させない。,継続標本のみを用い母集団推計を行うため、本系列に比べサンプルサイズが小さくなる。,営業利益及び経常利益については、標準誤差率の算出は行っていない。,継続標本PDFは利益水準とその符号を公表しないため、売上高と営業利益の増加率から得る利益率方向は代理指標である。,NOT_QUANTIFIED_OPERATING_AND_ORDINARY_PROFIT_STANDARD_ERRORS_NOT_CALCULATED_BY_MOF,difference_between_growth_rates,%,11.3,,,,,,,,
V31-SMALL-MARGIN-DIRECTION-MISMATCH,PRIMARY,CALC,relative_margin_direction_mismatch,資本金1千万円以上1億円未満層、2016Q1–2026Q1,39.02439024390244,,percent,16.0,41.0,16/41（39.0％）,1,PASS,True,mismatch_heatmap.png,16/41;39.0％;41四半期,100*mismatch_count/comparable_quarters,e-Stat表1・財務省「継続標本のみを用いた計数」,2026Q1確認後に過去へ適用した探索的バックテスト。,POST_HOC_EXPLORATORY_BACKTEST_RULE_DEFINED_AFTER_2026Q1,通常系列と継続標本系列は、企業の参入・退出、回答継続条件、推計用乗率、未回答補完、母集団構成の違いを含み得るため、いずれかを基準系列として優越させない。,継続標本のみを用い母集団推計を行うため、本系列に比べサンプルサイズが小さくなる。,営業利益及び経常利益については、標準誤差率の算出は行っていない。,継続標本PDFは利益水準とその符号を公表しないため、売上高と営業利益の増加率から得る利益率方向は代理指標である。,NOT_QUANTIFIED_OPERATING_AND_ORDINARY_PROFIT_STANDARD_ERRORS_NOT_CALCULATED_BY_MOF,direction_mismatch_rate,%,39.02439024390244,,,,,,,,
V31-SMALL-SERIES-DIVERGENCE-MEDIAN,SUPPORTING,CALC,series-divergence-median,small,11.20869500294094,,percentage_points,,,11.21pt,2,PASS,True,mismatch_heatmap.png,11.21,median(abs((regular op-sales)-(continuing op-sales))),e-Stat表1・財務省「継続標本のみを用いた計数」,,POST_HOC_EXPLORATORY_BACKTEST_RULE_DEFINED_AFTER_2026Q1,通常系列と継続標本系列は、企業の参入・退出、回答継続条件、推計用乗率、未回答補完、母集団構成の違いを含み得るため、いずれかを基準系列として優越させない。,継続標本のみを用い母集団推計を行うため、本系列に比べサンプルサイズが小さくなる。,営業利益及び経常利益については、標準誤差率の算出は行っていない。,継続標本PDFは利益水準とその符号を公表しないため、売上高と営業利益の増加率から得る利益率方向は代理指標である。,NOT_QUANTIFIED_OPERATING_AND_ORDINARY_PROFIT_STANDARD_ERRORS_NOT_CALCULATED_BY_MOF,difference_between_growth_rates,pt,11.20869500294094,,,,,,,,
V32-2026Q1-SMALL-CONTINUING-OPERATING-PROFIT-YOY,SUPPORTING,CALC,operating_profit_yoy_growth_rate,"資本金1,000万円以上1億円未満層、2026Q1",6.0,,percent,,,＋6.0％,1,PASS,True,,＋6.0％,selected from canonical comparison CSV,outputs/2026Q1_v3/main_vs_continuing_sample.csv,内部値を保持し、表示時のみ小数第1位へ丸める。,NOT_APPLICABLE_CURRENT_QUARTER_EXAMPLE,通常系列と継続標本系列は単に同じ真値を異なる標本で測った二つの推計とは限らず、いずれかを真実又は正解として扱わない。,継続標本のみを用い母集団推計を行うため、本系列に比べサンプルサイズが小さくなる。,営業利益及び経常利益については、標準誤差率の算出は行っていない。,継続標本系列では営業利益率の水準を公表しないため方向だけを判定する。,NOT_QUANTIFIED_OPERATING_AND_ORDINARY_PROFIT_STANDARD_ERRORS_NOT_CALCULATED_BY_MOF,yoy_growth_rate,,6.0,outputs/2026Q1_v3/main_vs_continuing_sample.csv,20261.0,capital_size,19.0,continuing,operating_profit,961.0,continuing_yoy_pct
V32-2026Q1-SMALL-CONTINUING-SALES-YOY,SUPPORTING,CALC,sales_yoy_growth_rate,"資本金1,000万円以上1億円未満層、2026Q1",2.5,,percent,,,＋2.5％,1,PASS,True,,＋2.5％,selected from canonical comparison CSV,outputs/2026Q1_v3/main_vs_continuing_sample.csv,内部値を保持し、表示時のみ小数第1位へ丸める。,NOT_APPLICABLE_CURRENT_QUARTER_EXAMPLE,通常系列と継続標本系列は単に同じ真値を異なる標本で測った二つの推計とは限らず、いずれかを真実又は正解として扱わない。,継続標本のみを用い母集団推計を行うため、本系列に比べサンプルサイズが小さくなる。,営業利益及び経常利益については、標準誤差率の算出は行っていない。,継続標本系列では営業利益率の水準を公表しないため方向だけを判定する。,NOT_QUANTIFIED_OPERATING_AND_ORDINARY_PROFIT_STANDARD_ERRORS_NOT_CALCULATED_BY_MOF,yoy_growth_rate,,2.5,outputs/2026Q1_v3/main_vs_continuing_sample.csv,20261.0,capital_size,19.0,continuing,sales,963.0,continuing_yoy_pct
V32-2026Q1-SMALL-OPERATING-PROFIT-CROSS-SERIES-GAP,SUPPORTING,CALC,operating_profit_cross_series_growth_rate_gap,"資本金1,000万円以上1億円未満層、2026Q1",7.890183964931236,,percentage_points,,,7.9ポイント,1,PASS,True,,7.9ポイント,abs(continuing_yoy_pct-regular_yoy_pct),outputs/2026Q1_v3/main_vs_continuing_sample.csv,内部値を保持し、表示時のみ小数第1位へ丸める。,NOT_APPLICABLE_CURRENT_QUARTER_EXAMPLE,通常系列と継続標本系列は単に同じ真値を異なる標本で測った二つの推計とは限らず、いずれかを真実又は正解として扱わない。,継続標本のみを用い母集団推計を行うため、本系列に比べサンプルサイズが小さくなる。,営業利益及び経常利益については、標準誤差率の算出は行っていない。,継続標本系列では営業利益率の水準を公表しないため方向だけを判定する。,NOT_QUANTIFIED_OPERATING_AND_ORDINARY_PROFIT_STANDARD_ERRORS_NOT_CALCULATED_BY_MOF,difference_between_growth_rates,,7.890183964931236,outputs/2026Q1_v3/main_vs_continuing_sample.csv,20261.0,capital_size,19.0,cross_series_absolute_gap,operating_profit,961.0,abs(continuing_yoy_pct-regular_yoy_pct)
V32-2026Q1-SMALL-REGULAR-OPERATING-PROFIT-YOY,SUPPORTING,CALC,operating_profit_yoy_growth_rate,"資本金1,000万円以上1億円未満層、2026Q1",-1.890183964931236,,percent,,,－1.9％,1,PASS,True,,－1.9％,selected from canonical comparison CSV,outputs/2026Q1_v3/main_vs_continuing_sample.csv,内部値を保持し、表示時のみ小数第1位へ丸める。,NOT_APPLICABLE_CURRENT_QUARTER_EXAMPLE,通常系列と継続標本系列は単に同じ真値を異なる標本で測った二つの推計とは限らず、いずれかを真実又は正解として扱わない。,継続標本のみを用い母集団推計を行うため、本系列に比べサンプルサイズが小さくなる。,営業利益及び経常利益については、標準誤差率の算出は行っていない。,継続標本系列では営業利益率の水準を公表しないため方向だけを判定する。,NOT_QUANTIFIED_OPERATING_AND_ORDINARY_PROFIT_STANDARD_ERRORS_NOT_CALCULATED_BY_MOF,yoy_growth_rate,,-1.890183964931236,outputs/2026Q1_v3/main_vs_continuing_sample.csv,20261.0,capital_size,19.0,regular,operating_profit,961.0,regular_yoy_pct
V32-2026Q1-SMALL-REGULAR-SALES-YOY,SUPPORTING,CALC,sales_yoy_growth_rate,"資本金1,000万円以上1億円未満層、2026Q1",2.1008512896117715,,percent,,,＋2.1％,1,PASS,True,,＋2.1％,selected from canonical comparison CSV,outputs/2026Q1_v3/main_vs_continuing_sample.csv,内部値を保持し、表示時のみ小数第1位へ丸める。,NOT_APPLICABLE_CURRENT_QUARTER_EXAMPLE,通常系列と継続標本系列は単に同じ真値を異なる標本で測った二つの推計とは限らず、いずれかを真実又は正解として扱わない。,継続標本のみを用い母集団推計を行うため、本系列に比べサンプルサイズが小さくなる。,営業利益及び経常利益については、標準誤差率の算出は行っていない。,継続標本系列では営業利益率の水準を公表しないため方向だけを判定する。,NOT_QUANTIFIED_OPERATING_AND_ORDINARY_PROFIT_STANDARD_ERRORS_NOT_CALCULATED_BY_MOF,yoy_growth_rate,,2.1008512896117715,outputs/2026Q1_v3/main_vs_continuing_sample.csv,20261.0,capital_size,19.0,regular,sales,963.0,regular_yoy_pct
V32-2026Q1-SMALL-SALES-CROSS-SERIES-GAP,SUPPORTING,CALC,sales_cross_series_growth_rate_gap,"資本金1,000万円以上1億円未満層、2026Q1",0.3991487103882285,,percentage_points,,,0.4ポイント,1,PASS,True,,0.4ポイント,abs(continuing_yoy_pct-regular_yoy_pct),outputs/2026Q1_v3/main_vs_continuing_sample.csv,内部値を保持し、表示時のみ小数第1位へ丸める。,NOT_APPLICABLE_CURRENT_QUARTER_EXAMPLE,通常系列と継続標本系列は単に同じ真値を異なる標本で測った二つの推計とは限らず、いずれかを真実又は正解として扱わない。,継続標本のみを用い母集団推計を行うため、本系列に比べサンプルサイズが小さくなる。,営業利益及び経常利益については、標準誤差率の算出は行っていない。,継続標本系列では営業利益率の水準を公表しないため方向だけを判定する。,NOT_QUANTIFIED_OPERATING_AND_ORDINARY_PROFIT_STANDARD_ERRORS_NOT_CALCULATED_BY_MOF,difference_between_growth_rates,,0.3991487103882285,outputs/2026Q1_v3/main_vs_continuing_sample.csv,20261.0,capital_size,19.0,cross_series_absolute_gap,sales,963.0,abs(continuing_yoy_pct-regular_yoy_pct)
